date_time,members1,members2,members3,holiday,totalsales,nop
2021/7/5,786,0,0,0,59045407.77,646774
2021/7/6,874,0,0,0,58000755.11,679731
2021/7/7,948,0,0,0,54474428.78,707192
2021/7/8,1025,0,0,0,57754601.88,776798
2021/7/9,1145,0,0,0,68963622.15,807057
2021/7/10,1202,0,0,0,83581472.78,833514
2021/7/11,1254,0,0,0,86641135.32,850130
2021/7/12,1320,0,0,0,86519980.61,839687
2021/7/13,1365,0,0,0,86385222.73,837905
2021/7/14,1371,0,0,0,87310089.1,846460
2021/7/15,1456,0,0,0,88202582.52,856221
2021/7/16,1550,0,0,0,88819197.81,850413
2021/7/17,1678,0,0,0,77748987.9,845238
2021/7/18,1768,0,0,0,77691696.26,846912
2021/7/19,1819,0,0,0,84603639.04,884450
2021/7/20,1867,0,0,0,87495590.02,890265
2021/7/21,1926,0,0,0,97060838.12,895478
2021/7/22,1951,0,0,0,119702245.7,908141
2021/7/23,1947,0,0,0,128243154.5,921801
2021/7/24,1837,0,0,0,126757436.0,939152
2021/7/25,1758,0,0,0,128060904.1,932535
2021/7/26,1704,0,0,0,122860097.4,935943
2021/7/27,1654,0,0,0,121651964.1,931134
2021/7/28,1603,0,0,0,138093963.5,922945
2021/7/29,1532,0,0,0,115231042.8,904195
2021/7/30,1433,0,0,0,96495895.93,881157
2021/7/31,1341,0,0,0,96456577.35,850920
2021/8/1,1260,0,0,0,101610117.4,825547
2021/8/2,1147,0,0,0,99109661.85,778074
2021/8/3,1052,0,0,0,94640560.69,724947
2021/8/4,957,0,0,0,63914899.77,662423
2021/8/5,867,0,0,0,59730508.04,591229
2021/8/6,802,0,0,0,55095481.39,519534
2021/8/7,735,0,0,0,60571766.71,454695
2021/8/8,665,0,0,0,47141681.25,396904
2021/8/9,620,0,0,0,44962432.41,345340
2021/8/10,564,0,0,0,41415729.05,304527
2021/8/11,519,0,0,0,42394484.8,274642
2021/8/12,462,0,0,0,40721974.9,252091
2021/8/13,437,0,0,0,43831067.89,238106
2021/8/14,404,0,0,0,34228849.68,227772
2021/8/15,398,0,0,0,32721138.25,225891
2021/8/16,393,0,0,0,32381914.38,231627
2021/8/17,385,0,0,0,32396932.34,237388
2021/8/18,379,0,0,0,33931146.33,242169
2021/8/19,380,0,0,0,34184919.28,248109
2021/8/20,395,0,0,0,31894916.48,258141
2021/8/21,718,0,0,0,29618557.72,260127
2021/8/22,814,0,0,0,30262680.67,262996
2021/8/23,849,0,0,0,3783262049.0,271262
2021/8/24,956,0,0,0,3786578557.0,284679
2021/8/25,1283,0,0,0,3786577363.0,302945
2021/8/26,1578,0,0,0,3789810409.0,325024
2021/8/27,1898,0,0,0,3873664439.0,346184
2021/8/28,2053,0,0,0,3878044799.0,366815
2021/8/29,2171,0,0,0,3880390167.0,387894
2021/8/30,2390,0,0,0,129095476.7,408115
2021/8/31,2443,0,0,0,287572032.9,427781
2021/9/1,2247,0,0,0,285939123.4,453587
2021/9/2,2064,0,0,0,284188730.6,479158
2021/9/3,1859,0,0,0,207613716.7,507170
2021/9/4,1497,0,0,0,206107775.0,530469
2021/9/5,1488,0,0,0,208676484.9,555512
2021/9/6,1314,0,0,0,209238770.2,583372
2021/9/7,1224,0,0,0,49462691.4,603308
2021/9/8,1183,0,0,0,51035580.5,611319
2021/9/9,1145,0,0,0,51258114.23,615237
2021/9/10,1083,0,0,0,55225471.08,613770
2021/9/11,1026,0,1,0,56787557.16,609203
2021/9/12,874,0,1,0,56682783.4,604383
2021/9/13,829,0,1,0,59843723.98,586709
2021/9/14,803,0,1,0,86014017.47,578632
2021/9/15,754,0,1,0,88468699.68,591183
2021/9/16,720,0,1,0,133345458.1,609265
2021/9/17,683,0,1,0,125587732.4,624012
2021/9/18,718,0,0,0,128681353.8,665116
2021/9/19,735,0,0,1,127721880.8,660658
2021/9/20,759,0,0,2,127920451.8,644383
2021/9/21,816,0,0,3,101682102.7,640155
2021/9/22,857,0,0,3,98685294.03,656604
2021/9/23,871,0,0,3,54823146.17,654184
2021/9/24,883,0,0,3,53344764.54,649091
2021/9/25,846,0,0,3,49846936.02,634669
2021/9/26,819,1,0,2,50539435.01,669491
2021/9/27,802,1,0,1,53802993.41,723143
2021/9/28,770,1,0,0,56560221.74,761401
2021/9/29,763,1,0,0,120630410.0,763588
2021/9/30,755,1,0,0,131617877.5,790782
2021/10/1,746,1,0,1,131905041.7,813394
2021/10/2,702,1,0,2,133302109.4,814074
2021/10/3,640,0,0,3,130330358.6,788400
2021/10/4,599,0,0,4,134127128.2,764527
2021/10/5,543,0,0,5,132844490.0,752555
2021/10/6,483,0,0,6,72115546.66,745748
2021/10/7,452,0,0,7,61089358.15,738923
2021/10/8,482,0,0,6,114803123.8,718950
2021/10/9,554,0,0,5,113888685.0,715329
2021/10/10,645,0,0,4,116643390.5,743615
2021/10/11,679,0,0,3,107328641.6,770734
2021/10/12,686,0,0,2,106768954.8,777508
2021/10/13,719,0,0,1,105635312.1,774567
2021/10/14,750,0,0,0,109951822.9,769523
2021/10/15,735,0,0,0,83569296.44,794736
2021/10/16,712,0,0,0,87603016.93,800729
2021/10/17,679,0,0,0,88822395.09,806597
2021/10/18,670,0,0,0,88608647.27,812733
2021/10/19,686,0,0,0,89027979.92,819930
2021/10/20,676,0,0,0,89584094.0,809941
2021/10/21,673,0,0,0,86311132.22,786723
2021/10/22,655,0,0,0,63432256.45,774436
2021/10/23,633,0,0,0,59443677.71,757771
2021/10/24,631,0,0,0,57280546.04,724349
2021/10/25,623,0,0,0,58399430.41,679566
2021/10/26,600,0,0,0,60816320.97,626590
2021/10/27,579,0,0,0,57255892.35,584176
2021/10/28,539,0,0,0,57138680.6,541709
2021/10/29,543,0,0,0,57309519.05,480011
2021/10/30,540,0,0,0,55562403.2,436494
2021/10/31,544,0,0,0,57004686.72,397049
2021/11/1,565,0,0,0,56002406.05,362624
2021/11/2,551,0,0,0,51507618.29,337902
2021/11/3,543,0,0,0,51345006.91,318623
2021/11/4,492,0,0,0,43274662.57,268919
